Machine_ID,Hydraulic_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature(?C),Spindle_Bearing_Temperature(?C),Downtime
Makino-L3-Unit1-2015,119.3726645,26.2,51.6,34.5,No_Machine_Failure
Makino-L3-Unit1-2015,103.6104816,,50.6,45.4,No_Machine_Failure
Makino-L1-Unit1-2013,125.4427534,26.1,53,34,No_Machine_Failure
Makino-L1-Unit1-2013,77.59,18.5,49.7,37.6,Machine_Failure
Makino-L3-Unit1-2015,98.11458367,10.6,47,34.5,No_Machine_Failure
Makino-L1-Unit1-2013,112.4671362,9.9,43.5,31.5,No_Machine_Failure
Makino-L2-Unit1-2015,130.5669323,5.7,44.1,37.2,No_Machine_Failure
Makino-L3-Unit1-2015,71.46602,5.7,49.5,41.3,No_Machine_Failure
Makino-L3-Unit1-2015,122.1284337,4.5,52.3,32.4,No_Machine_Failure
Makino-L1-Unit1-2013,156.9710978,5.7,46.1,40.4,No_Machine_Failure
Makino-L2-Unit1-2015,75.64,26.4,47.7,36,Machine_Failure
Makino-L3-Unit1-2015,123.7878939,12.2,53.4,44.1,No_Machine_Failure
Makino-L3-Unit1-2015,57.26,4.7,45.6,36.8,Machine_Failure
Makino-L3-Unit1-2015,155.5153187,10.6,47.3,27.9,No_Machine_Failure
Makino-L3-Unit1-2015,113.2963355,11.9,47,33.7,No_Machine_Failure
Makino-L2-Unit1-2015,65.28,6.4,42,30.8,Machine_Failure
Makino-L1-Unit1-2013,108.4484153,6.8,45.9,39.5,No_Machine_Failure
Makino-L3-Unit1-2015,112.6495738,9.9,47.6,35.1,No_Machine_Failure
Makino-L1-Unit1-2013,129.7383251,23.9,50.7,34,No_Machine_Failure
Makino-L2-Unit1-2015,125.9207283,8.7,42.9,36.8,No_Machine_Failure
Makino-L3-Unit1-2015,58.93,25.1,47.9,33.6,Machine_Failure
Makino-L3-Unit1-2015,99.98029811,5.7,43.3,38,No_Machine_Failure
Makino-L3-Unit1-2015,73.91,25.6,52.8,36,Machine_Failure
Makino-L1-Unit1-2013,83.36,11.4,45.5,38.5,Machine_Failure
Makino-L3-Unit1-2015,125.95,15.5,53.8,41.5,Machine_Failure
Makino-L1-Unit1-2013,98.7,13,46.6,32.3,Machine_Failure
Makino-L2-Unit1-2015,141.14,20.8,38.1,33.9,Machine_Failure
Makino-L3-Unit1-2015,134.54,11,41.8,31.5,Machine_Failure
Makino-L1-Unit1-2013,134.02,6.2,46.2,35.5,Machine_Failure
Makino-L2-Unit1-2015,135.93,9.8,38.6,34.7,Machine_Failure
Makino-L1-Unit1-2013,137.37,4.2,46.3,34.8,Machine_Failure
Makino-L3-Unit1-2015,120.80024,24.2,51.9,38.4,No_Machine_Failure
Makino-L1-Unit1-2013,63.76,9.7,46.1,36.3,Machine_Failure
Makino-L1-Unit1-2013,131.3770704,23.9,36.9,37.6,No_Machine_Failure
Makino-L3-Unit1-2015,77.11,24.4,46.9,36.8,Machine_Failure
Makino-L1-Unit1-2013,57.03,15.2,45.4,38.9,Machine_Failure
Makino-L3-Unit1-2015,91.44124959,24.2,44.4,36.3,No_Machine_Failure
Makino-L3-Unit1-2015,99.38790197,10.6,45.5,35.2,No_Machine_Failure
Makino-L3-Unit1-2015,130.8841723,4.5,48.2,41.5,No_Machine_Failure
Makino-L1-Unit1-2013,144.3939753,11.9,48,42.3,No_Machine_Failure
Makino-L3-Unit1-2015,136.1122777,12.2,46.1,36.2,No_Machine_Failure
Makino-L1-Unit1-2013,64.25,15,46.2,33.7,Machine_Failure
Makino-L1-Unit1-2013,56.95,16.4,45.2,33.4,Machine_Failure
Makino-L3-Unit1-2015,55.28,18.2,49.3,33.2,Machine_Failure
Makino-L2-Unit1-2015,88.25,21.8,51.6,39,Machine_Failure
Makino-L2-Unit1-2015,53.26,14.1,51.8,32.4,Machine_Failure
Makino-L3-Unit1-2015,73.93,19.9,47.9,33.7,Machine_Failure
Makino-L1-Unit1-2013,89.4587468,7.4,49.4,35.5,No_Machine_Failure
Makino-L1-Unit1-2013,96.95,4.9,51.3,35.5,Machine_Failure
Makino-L2-Unit1-2015,90.42,15.8,48.2,32.2,Machine_Failure
Makino-L1-Unit1-2013,140.4390823,7.4,50.8,33.9,No_Machine_Failure
Makino-L3-Unit1-2015,160,9.6,43.7,31.6,Machine_Failure
Makino-L1-Unit1-2013,91.59,13.4,49.5,32.4,Machine_Failure
Makino-L1-Unit1-2013,90.4587468,22,51.2,30.7,No_Machine_Failure
Makino-L1-Unit1-2013,80.726488,22,45.6,31.4,No_Machine_Failure
Makino-L1-Unit1-2013,81.1382212,21.4,49.6,38.9,No_Machine_Failure
Makino-L3-Unit1-2015,78.23183481,4.5,47.7,35.9,No_Machine_Failure
Makino-L1-Unit1-2013,77.72,4.5,47,29.5,Machine_Failure
Makino-L3-Unit1-2015,54.11,9.5,49.3,23.8,Machine_Failure
Makino-L2-Unit1-2015,85.63,20.2,46.5,36.1,Machine_Failure
Makino-L3-Unit1-2015,82.9688079,11.9,47.2,41.3,No_Machine_Failure
Makino-L2-Unit1-2015,80.726488,9.9,53.4,37.6,No_Machine_Failure
Makino-L1-Unit1-2013,134.9523779,12.2,44.6,33.6,No_Machine_Failure
Makino-L1-Unit1-2013,71.99,6.8,44.2,40,Machine_Failure
Makino-L2-Unit1-2015,88.27913423,29.8,55.9,35.1,No_Machine_Failure
Makino-L3-Unit1-2015,141.601172,5.7,45.4,32,No_Machine_Failure
Makino-L2-Unit1-2015,131.6756367,6.8,49.7,38.1,No_Machine_Failure
Makino-L2-Unit1-2015,134.4210623,8.7,48.9,33.3,No_Machine_Failure
Makino-L2-Unit1-2015,169.3223779,12.2,41.7,36,No_Machine_Failure
Makino-L1-Unit1-2013,139.9190536,29.8,48.3,38.8,No_Machine_Failure
Makino-L1-Unit1-2013,81.1382212,10.6,51.9,31.9,No_Machine_Failure
Makino-L3-Unit1-2015,78.96,24.3,51.3,36.2,Machine_Failure
Makino-L3-Unit1-2015,74.01,27,42.9,39.1,Machine_Failure
Makino-L2-Unit1-2015,61.73,12.8,51,29.1,Machine_Failure
Makino-L3-Unit1-2015,79.41,30.3,43.2,37.8,Machine_Failure
Makino-L2-Unit1-2015,50.71,29.8,45.9,35.6,Machine_Failure
Makino-L3-Unit1-2015,50.23,29.8,52.9,36.4,Machine_Failure
Makino-L2-Unit1-2015,58.28,30.3,56.1,31.4,Machine_Failure
Makino-L1-Unit1-2013,62.84,28.7,40.4,35.4,Machine_Failure
Makino-L2-Unit1-2015,142.36,6.5,48.7,35.9,Machine_Failure
Makino-L1-Unit1-2013,80.27,11.6,47.4,36.2,Machine_Failure
Makino-L1-Unit1-2013,61.36,24.4,51.5,32.4,Machine_Failure
Makino-L1-Unit1-2013,67.25,27,53.7,31.4,Machine_Failure
Makino-L2-Unit1-2015,54.81,25.6,43.3,33.8,Machine_Failure
Makino-L3-Unit1-2015,82.4,26.4,50.2,39,Machine_Failure
Makino-L1-Unit1-2013,139.34,24.2,51,40.7,Machine_Failure
Makino-L1-Unit1-2013,50.66,28.7,44.4,33.3,Machine_Failure
Makino-L2-Unit1-2015,66.19,29.8,48.2,41.2,Machine_Failure
Makino-L2-Unit1-2015,91.65,27,49.1,39.8,Machine_Failure
Makino-L3-Unit1-2015,60.63,28.7,47.6,40.1,Machine_Failure
Makino-L1-Unit1-2013,66.65,25.6,45.7,30,Machine_Failure
Makino-L1-Unit1-2013,54.29,26.4,42.8,35,Machine_Failure
Makino-L2-Unit1-2015,69.76,26.4,48,36.2,Machine_Failure
Makino-L3-Unit1-2015,63.27,30.3,50,37.3,Machine_Failure
Makino-L3-Unit1-2015,82.9688079,4.5,43.2,29,No_Machine_Failure
Makino-L3-Unit1-2015,80.726488,6.8,,40.3,No_Machine_Failure
Makino-L1-Unit1-2013,85.13833371,6.8,47.6,34.1,No_Machine_Failure
Makino-L3-Unit1-2015,120.057928,5.7,51.9,31.2,No_Machine_Failure
Makino-L1-Unit1-2013,132.1613703,9.9,45.3,38.1,No_Machine_Failure
Makino-L3-Unit1-2015,81.1382212,12.2,39.5,35.2,No_Machine_Failure
Makino-L3-Unit1-2015,80.726488,11.9,,43.3,No_Machine_Failure
Makino-L2-Unit1-2015,90.4587468,10.6,43.2,29.9,No_Machine_Failure
Makino-L1-Unit1-2013,89.4587468,9.9,47.4,38.1,No_Machine_Failure
Makino-L3-Unit1-2015,88.27913423,8.7,50,41,No_Machine_Failure
Makino-L2-Unit1-2015,174.7032604,7.4,56.6,38.5,No_Machine_Failure
Makino-L3-Unit1-2015,141.3681747,10.6,43.9,38,No_Machine_Failure
Makino-L2-Unit1-2015,102.6489772,7.4,42.5,36.4,No_Machine_Failure
Makino-L2-Unit1-2015,90.4587468,5.7,47.2,30.2,No_Machine_Failure
Makino-L1-Unit1-2013,146.4728798,8.7,47.7,31.8,No_Machine_Failure
Makino-L1-Unit1-2013,82.85,24.4,42.9,29.2,Machine_Failure
Makino-L3-Unit1-2015,89.4587468,4.5,52.5,32.4,No_Machine_Failure
Makino-L2-Unit1-2015,88.27913423,28.5,49.6,38.5,No_Machine_Failure
Makino-L3-Unit1-2015,81.1382212,7.4,48.6,41.9,No_Machine_Failure
Makino-L1-Unit1-2013,87.05637981,6.8,43.1,36.2,No_Machine_Failure
Makino-L3-Unit1-2015,71.04,13.8,45.3,31.2,Machine_Failure
Makino-L1-Unit1-2013,156.152955,21.4,43.6,28.9,No_Machine_Failure
Makino-L1-Unit1-2013,125.2872379,9.9,50.7,40.4,No_Machine_Failure
Makino-L1-Unit1-2013,107.0881332,21.3,48.1,39.4,No_Machine_Failure
Makino-L1-Unit1-2013,145.98,24.4,47.5,38.6,Machine_Failure
Makino-L1-Unit1-2013,131.7398164,21.3,57.2,37.5,No_Machine_Failure
Makino-L1-Unit1-2013,82.9688079,8.7,53.5,36.8,No_Machine_Failure
Makino-L3-Unit1-2015,59.83,25.6,43.4,27.4,Machine_Failure
Makino-L3-Unit1-2015,137.7635846,21.3,45.1,33.9,No_Machine_Failure
Makino-L1-Unit1-2013,55.21,12.1,42.7,36.6,Machine_Failure
Makino-L1-Unit1-2013,127.8057039,22.6,54,31.6,No_Machine_Failure
Makino-L1-Unit1-2013,123.1405958,22.6,51.5,34.8,No_Machine_Failure
Makino-L2-Unit1-2015,56.58,16.3,42.9,35.7,Machine_Failure
Makino-L2-Unit1-2015,63.78,12.5,52.4,34.9,Machine_Failure
Makino-L2-Unit1-2015,121.7793117,22.6,39.1,38.7,No_Machine_Failure
Makino-L1-Unit1-2013,80.13,19.4,52.5,41.1,Machine_Failure
Makino-L2-Unit1-2015,126.0609494,22.7,46.2,33.3,No_Machine_Failure
Makino-L3-Unit1-2015,65.59,25.6,50,35.8,Machine_Failure
Makino-L2-Unit1-2015,67.71,21.5,39.2,40.5,Machine_Failure
Makino-L3-Unit1-2015,56.11,15.1,45.6,37.6,Machine_Failure
Makino-L1-Unit1-2013,55.49,24.2,35.2,30.8,Machine_Failure
Makino-L3-Unit1-2015,78.72,25.8,46.3,32.7,Machine_Failure
Makino-L1-Unit1-2013,89.7,5.1,48.9,29.4,Machine_Failure
Makino-L1-Unit1-2013,91.26,17.4,47.5,36.6,Machine_Failure
Makino-L1-Unit1-2013,73.28,19.9,50.4,34.5,Machine_Failure
Makino-L3-Unit1-2015,81.24,21.1,51.3,32.1,Machine_Failure
Makino-L1-Unit1-2013,61.72,12.3,46.1,28,Machine_Failure
Makino-L1-Unit1-2013,88.06,12.3,52.1,31.2,Machine_Failure
Makino-L2-Unit1-2015,157.4832617,,52.5,29.9,No_Machine_Failure
Makino-L2-Unit1-2015,153.9194595,,43.5,33.8,No_Machine_Failure
Makino-L2-Unit1-2015,53.26,11.9,47.9,38.6,Machine_Failure
Makino-L3-Unit1-2015,165,19,55.1,37.5,Machine_Failure
Makino-L2-Unit1-2015,95.33,7.4,43.7,30.2,Machine_Failure
Makino-L1-Unit1-2013,97.07,26.1,42.9,32.9,Machine_Failure
Makino-L2-Unit1-2015,91.88,7.4,46.3,33.2,Machine_Failure
Makino-L1-Unit1-2013,82.9688079,33.6,46.2,35.6,No_Machine_Failure
Makino-L1-Unit1-2013,146.866879,36,54.4,43.5,No_Machine_Failure
Makino-L1-Unit1-2013,123.7846834,,51.3,30,No_Machine_Failure
Makino-L2-Unit1-2015,115.9529918,,39.8,37.8,No_Machine_Failure
Makino-L1-Unit1-2013,97.4,11.2,53.6,38,Machine_Failure
Makino-L3-Unit1-2015,124.4700379,31.3,42.9,37.1,No_Machine_Failure
Makino-L2-Unit1-2015,82.9688079,36.1,44.8,37.5,No_Machine_Failure
Makino-L2-Unit1-2015,126.6215492,,46.2,35,No_Machine_Failure
Makino-L3-Unit1-2015,125.2743152,,50.6,32.5,No_Machine_Failure
Makino-L2-Unit1-2015,129.4156132,12.2,40.9,31,No_Machine_Failure
Makino-L2-Unit1-2015,144.1353347,11.9,45.2,33.8,No_Machine_Failure
Makino-L3-Unit1-2015,140.9168427,5.7,49.3,30.4,No_Machine_Failure
Makino-L3-Unit1-2015,141.7645114,,44.7,38.7,No_Machine_Failure
Makino-L2-Unit1-2015,112.3419945,34.1,44.2,38.9,No_Machine_Failure
Makino-L3-Unit1-2015,153.7930685,34.9,52.2,31,No_Machine_Failure
Makino-L2-Unit1-2015,131.5009636,12.2,49.4,42.1,No_Machine_Failure
Makino-L3-Unit1-2015,66.83,13.4,44.7,30.6,Machine_Failure
Makino-L3-Unit1-2015,137.9152428,29,50.4,39.6,No_Machine_Failure
Makino-L3-Unit1-2015,90.4587468,27.6,49.2,31.7,No_Machine_Failure
Makino-L3-Unit1-2015,94.08675364,7.4,50.1,34.8,No_Machine_Failure
Makino-L2-Unit1-2015,150.5135131,9.9,44.8,37.5,No_Machine_Failure
Makino-L2-Unit1-2015,109.4167646,10.6,49.2,35.4,No_Machine_Failure
Makino-L2-Unit1-2015,60.54,35.5,51.1,33,Machine_Failure
Makino-L2-Unit1-2015,93.14,8.6,47.3,33.4,Machine_Failure
Makino-L1-Unit1-2013,54.35,14.9,48.2,33.1,Machine_Failure
Makino-L2-Unit1-2015,74.25,8.3,49.7,38.8,Machine_Failure
Makino-L3-Unit1-2015,92.26,29.8,42.3,34.1,Machine_Failure
Makino-L2-Unit1-2015,80.15,25.2,56.2,,Machine_Failure
Makino-L3-Unit1-2015,99.56,22.6,46.2,33.4,Machine_Failure
Makino-L3-Unit1-2015,83.82,4.2,49.1,44.3,Machine_Failure
Makino-L2-Unit1-2015,50.23,18,47.4,31.7,Machine_Failure
Makino-L2-Unit1-2015,120.1791134,5.7,47.8,39.1,No_Machine_Failure
Makino-L1-Unit1-2013,62.36,30.3,42.9,36.1,Machine_Failure
Makino-L2-Unit1-2015,138.8118502,12.2,45.4,35.1,No_Machine_Failure
Makino-L3-Unit1-2015,81.54427819,7.4,50,34.6,No_Machine_Failure
Makino-L2-Unit1-2015,88.27913423,8.7,42,38.4,No_Machine_Failure
Makino-L3-Unit1-2015,125.9274893,4.5,52,41.2,No_Machine_Failure
Makino-L3-Unit1-2015,70.17,28.7,48.2,33.1,Machine_Failure
Makino-L2-Unit1-2015,114.4326074,6.8,52,34.1,No_Machine_Failure
Makino-L3-Unit1-2015,123.1328332,5.7,48.3,31.6,No_Machine_Failure
Makino-L1-Unit1-2013,128.4895666,21.4,47.2,35.3,No_Machine_Failure
Makino-L2-Unit1-2015,149.6094601,5.7,43.5,36,No_Machine_Failure
Makino-L2-Unit1-2015,109.1439268,4.5,,39.1,No_Machine_Failure
Makino-L2-Unit1-2015,103.3420752,21.5,50.9,29.2,No_Machine_Failure
Makino-L2-Unit1-2015,,21.3,43.7,28.7,No_Machine_Failure
Makino-L1-Unit1-2013,73.31,28.7,48.6,30.9,Machine_Failure
Makino-L2-Unit1-2015,62.13,27,,30,Machine_Failure
Makino-L2-Unit1-2015,82.9688079,24.2,48.8,36.5,No_Machine_Failure
Makino-L1-Unit1-2013,93.04,26.4,46.7,38.1,Machine_Failure
Makino-L1-Unit1-2013,80.726488,21.7,46.9,33.7,No_Machine_Failure
Makino-L3-Unit1-2015,81.1382212,21.7,49,30.8,No_Machine_Failure
Makino-L2-Unit1-2015,112.3072238,10.6,47.5,34.6,No_Machine_Failure
Makino-L1-Unit1-2013,89.4587468,21.7,39.1,35.2,No_Machine_Failure
Makino-L2-Unit1-2015,71.99,25.6,47.4,35.2,Machine_Failure
Makino-L3-Unit1-2015,52.35,9.7,46.7,30.8,Machine_Failure
Makino-L2-Unit1-2015,129.0163224,8.7,51.2,34.2,No_Machine_Failure
Makino-L1-Unit1-2013,81.1382212,22.7,47.4,38,No_Machine_Failure
Makino-L3-Unit1-2015,86.79,26.4,46.5,31.2,Machine_Failure
Makino-L2-Unit1-2015,94.06,30.3,50.3,38.6,Machine_Failure
Makino-L3-Unit1-2015,82.9688079,22.7,50.1,28.9,No_Machine_Failure
Makino-L1-Unit1-2013,72.3,29.8,48.6,35.2,Machine_Failure
Makino-L1-Unit1-2013,64.46,25.6,47.8,34.1,Machine_Failure
Makino-L1-Unit1-2013,134.6395624,22.7,50.3,26.2,No_Machine_Failure
Makino-L1-Unit1-2013,95.573793,22.7,44.4,36.1,No_Machine_Failure
Makino-L3-Unit1-2015,56.1,24.4,51.6,35.2,Machine_Failure
Makino-L2-Unit1-2015,90.1,27,56.1,40.8,Machine_Failure
Makino-L1-Unit1-2013,54.3,24.4,43.9,36.3,Machine_Failure
Makino-L2-Unit1-2015,59.52,19,47.6,30.8,Machine_Failure
Makino-L3-Unit1-2015,79.76,18.7,44.8,29,Machine_Failure
Makino-L3-Unit1-2015,85.08,21.6,40.7,31.1,Machine_Failure
Makino-L3-Unit1-2015,121.2007904,29.3,44.2,26.4,No_Machine_Failure
Makino-L3-Unit1-2015,114.5242991,29.2,50.1,43.1,No_Machine_Failure
Makino-L2-Unit1-2015,133.6354,28.4,48.5,37,No_Machine_Failure
Makino-L1-Unit1-2013,74.89,22,50,24.1,Machine_Failure
Makino-L1-Unit1-2013,122,20.1,49.5,30.6,Machine_Failure
Makino-L2-Unit1-2015,98.26,19.7,54.6,35.3,Machine_Failure
Makino-L1-Unit1-2013,147.7225735,28,52.9,33.4,No_Machine_Failure
Makino-L3-Unit1-2015,79.11,17.1,42.7,37.8,Machine_Failure
Makino-L1-Unit1-2013,73.88,20.1,44.5,28.9,Machine_Failure
Makino-L2-Unit1-2015,90.28,9.3,43.6,32,Machine_Failure
Makino-L1-Unit1-2013,89.4587468,12.2,46.2,44.2,No_Machine_Failure
Makino-L3-Unit1-2015,116.0428716,28.4,46.4,29.6,No_Machine_Failure
Makino-L3-Unit1-2015,136.8029333,28,49.9,29.7,No_Machine_Failure
Makino-L2-Unit1-2015,98.93943252,28.1,49.1,35.9,No_Machine_Failure
Makino-L2-Unit1-2015,76.32,24.8,49.5,28.9,Machine_Failure
Makino-L3-Unit1-2015,121.7387067,11.9,51.8,42.9,No_Machine_Failure
Makino-L2-Unit1-2015,73.22,19.9,40.7,31.5,Machine_Failure
Makino-L1-Unit1-2013,89.19983566,28.1,40.6,33.7,No_Machine_Failure
Makino-L1-Unit1-2013,77.08,22.4,50.7,37.4,Machine_Failure
Makino-L1-Unit1-2013,99.81,29.8,48.3,38,Machine_Failure
Makino-L1-Unit1-2013,65.43,26.6,46.4,37.2,Machine_Failure
Makino-L2-Unit1-2015,121.5006928,8.7,51,28.7,No_Machine_Failure
Makino-L1-Unit1-2013,119.5637812,5.7,46.5,32.1,No_Machine_Failure
Makino-L2-Unit1-2015,123.5072594,7.4,51.8,40.3,No_Machine_Failure
Makino-L3-Unit1-2015,76.22633567,6.8,46.9,40,No_Machine_Failure
Makino-L3-Unit1-2015,67.64,16.1,42.2,40.7,Machine_Failure
Makino-L1-Unit1-2013,93.96,11.2,50.4,35.6,Machine_Failure
Makino-L2-Unit1-2015,154.1294123,6.8,44.8,37.5,No_Machine_Failure
Makino-L1-Unit1-2013,52.96,5.1,53.2,31.9,Machine_Failure
Makino-L2-Unit1-2015,65,12.1,54.3,40.3,Machine_Failure
Makino-L2-Unit1-2015,96.74,24.8,51.7,33.3,Machine_Failure
Makino-L2-Unit1-2015,126.6026426,5.7,47.2,30.6,No_Machine_Failure
Makino-L1-Unit1-2013,80.726488,28.2,49.4,29.7,No_Machine_Failure
Makino-L3-Unit1-2015,128.3377702,4.5,44.8,35.1,No_Machine_Failure
Makino-L2-Unit1-2015,72.39,13.4,49.5,37.9,Machine_Failure
Makino-L3-Unit1-2015,84.17,30.3,47.3,36.1,Machine_Failure
Makino-L3-Unit1-2015,114.8545628,8.7,47.4,32,No_Machine_Failure
Makino-L3-Unit1-2015,88.27913423,32.6,51,35.4,No_Machine_Failure
Makino-L3-Unit1-2015,78.38773841,31.8,45.1,36.8,No_Machine_Failure
Makino-L3-Unit1-2015,121.4306157,32.9,48.9,38.2,No_Machine_Failure
Makino-L1-Unit1-2013,143.9494298,32.6,46.2,33.3,No_Machine_Failure
Makino-L1-Unit1-2013,54.04,24.2,44.5,33.6,Machine_Failure
Makino-L3-Unit1-2015,70.22,7.8,51.8,34.2,Machine_Failure
Makino-L3-Unit1-2015,73.85,32.8,52.8,33.2,Machine_Failure
Makino-L3-Unit1-2015,59.44,6.5,48.5,37.3,Machine_Failure
Makino-L2-Unit1-2015,59.48,24.5,44.7,38,Machine_Failure
Makino-L3-Unit1-2015,85.75,30.3,47.1,31.7,Machine_Failure
Makino-L3-Unit1-2015,83.46,13.4,42.3,32.1,Machine_Failure
Makino-L3-Unit1-2015,94.4,25.8,51,35.8,Machine_Failure
Makino-L2-Unit1-2015,58.96,8.6,43.8,37.5,Machine_Failure
Makino-L3-Unit1-2015,59.97,19.1,47.6,34.9,Machine_Failure
Makino-L1-Unit1-2013,97.39,6.4,54.2,37.5,Machine_Failure
Makino-L1-Unit1-2013,129.6859945,8.7,47.1,36.5,No_Machine_Failure
Makino-L3-Unit1-2015,119.7611518,7.4,46.6,33,No_Machine_Failure
Makino-L2-Unit1-2015,53.83,29.8,37.8,30.9,Machine_Failure
Makino-L2-Unit1-2015,108.4205109,8.7,48.3,32.1,No_Machine_Failure
Makino-L3-Unit1-2015,92.24090876,7.4,47.6,40.2,No_Machine_Failure
Makino-L2-Unit1-2015,71.46602,9.9,50.3,33.2,No_Machine_Failure
Makino-L2-Unit1-2015,137.3703498,4.5,49.3,37.2,No_Machine_Failure
Makino-L2-Unit1-2015,97.56727152,5.7,51.5,35.5,No_Machine_Failure
Makino-L2-Unit1-2015,95.14969431,12.2,46.6,31.2,No_Machine_Failure
Makino-L3-Unit1-2015,131.064973,11.9,42,36.4,No_Machine_Failure
Makino-L3-Unit1-2015,104.4708159,10.6,42.3,,No_Machine_Failure
Makino-L2-Unit1-2015,125.8165611,9.9,45.8,30.5,No_Machine_Failure
Makino-L3-Unit1-2015,173.0714604,6.8,50.8,31.9,No_Machine_Failure
Makino-L1-Unit1-2013,93.39,28.7,50.4,35.9,Machine_Failure
Makino-L3-Unit1-2015,95.58,25.6,48.7,28.7,Machine_Failure
Makino-L1-Unit1-2013,125,23.2,44.3,33.2,Machine_Failure
Makino-L3-Unit1-2015,81.55,9.7,50.1,34.6,Machine_Failure
Makino-L2-Unit1-2015,75.92,11.9,47,35.1,Machine_Failure
Makino-L3-Unit1-2015,70.46602,21.3,48,37.4,No_Machine_Failure
Makino-L1-Unit1-2013,87.25,28.7,46.2,40.6,Machine_Failure
Makino-L2-Unit1-2015,91.23,27,47.9,27.1,Machine_Failure
Makino-L2-Unit1-2015,69.93,26.4,45,35.9,Machine_Failure
Makino-L2-Unit1-2015,126.8456124,21.7,48.4,33.7,No_Machine_Failure
Makino-L3-Unit1-2015,51.54,27,51,36.3,Machine_Failure
Makino-L3-Unit1-2015,88.27913423,11.9,46,34.5,No_Machine_Failure
Makino-L2-Unit1-2015,58.32,26.4,47.4,34.6,Machine_Failure
Makino-L2-Unit1-2015,90.4587468,4.5,43.4,35.5,No_Machine_Failure
Makino-L3-Unit1-2015,90.1,28.7,51.3,26.6,Machine_Failure
Makino-L2-Unit1-2015,139.1306807,11.9,47.6,36.5,No_Machine_Failure
Makino-L1-Unit1-2013,71.89,29.8,45.4,35.7,Machine_Failure
Makino-L1-Unit1-2013,114.0250658,22.5,50.6,41.4,No_Machine_Failure
Makino-L3-Unit1-2015,148.4163447,22.6,49,41.1,No_Machine_Failure
Makino-L2-Unit1-2015,134.55652,22.5,43.9,42.9,No_Machine_Failure
Makino-L1-Unit1-2013,131.8536275,10.6,54.3,28.7,No_Machine_Failure
Makino-L2-Unit1-2015,136.3653963,9.9,42.3,37.2,No_Machine_Failure
Makino-L2-Unit1-2015,97.59,25.6,44.5,39,Machine_Failure
Makino-L3-Unit1-2015,55,24.4,53.6,31.2,Machine_Failure
Makino-L2-Unit1-2015,76.48,30.3,51.6,40.1,Machine_Failure
Makino-L2-Unit1-2015,114.302111,9.9,52.8,39.2,No_Machine_Failure
Makino-L2-Unit1-2015,72.46602,5.7,44.4,38,No_Machine_Failure
Makino-L3-Unit1-2015,119.7611518,6.8,60.3,36.2,No_Machine_Failure
Makino-L2-Unit1-2015,136.6160781,7.4,49.5,32.6,No_Machine_Failure
Makino-L2-Unit1-2015,127.002527,11.9,48,41.1,No_Machine_Failure
Makino-L3-Unit1-2015,69.46602,11.9,45.9,37.9,No_Machine_Failure
Makino-L2-Unit1-2015,150.2222481,8.7,47.9,31.6,No_Machine_Failure
Makino-L1-Unit1-2013,61.67,25.8,49.1,36.4,Machine_Failure
Makino-L1-Unit1-2013,114.8804207,7.4,44.8,30.3,No_Machine_Failure
Makino-L1-Unit1-2013,72.46602,5.7,40.6,38.4,No_Machine_Failure
Makino-L2-Unit1-2015,69.85,18.2,49.7,34.7,Machine_Failure
Makino-L3-Unit1-2015,64.18,18.4,42,28,Machine_Failure
Makino-L3-Unit1-2015,84.79,11.5,50.1,35.3,Machine_Failure
Makino-L2-Unit1-2015,133.3605279,12.2,50.4,38.1,No_Machine_Failure
Makino-L2-Unit1-2015,69.46602,27.6,46,40,No_Machine_Failure
Makino-L3-Unit1-2015,82.15,7,44.5,36.6,Machine_Failure
Makino-L1-Unit1-2013,88.35,18.7,43.8,38,Machine_Failure
Makino-L3-Unit1-2015,76.17,12.3,42.2,34,Machine_Failure
Makino-L2-Unit1-2015,79.24,9.8,47.9,33.6,Machine_Failure
Makino-L3-Unit1-2015,74.25,26.6,47.4,35.5,Machine_Failure
Makino-L3-Unit1-2015,85.25,5.2,50.4,36.6,Machine_Failure
Makino-L2-Unit1-2015,90.25,4.4,43.1,31,Machine_Failure
Makino-L2-Unit1-2015,112.1571007,10.6,48.9,32.2,No_Machine_Failure
Makino-L3-Unit1-2015,64.54,24.4,57.2,35.7,Machine_Failure
Makino-L3-Unit1-2015,69.46602,27.7,44.5,37.5,No_Machine_Failure
Makino-L2-Unit1-2015,59.46,18.6,44.5,41.2,Machine_Failure
Makino-L2-Unit1-2015,153,28.7,44.3,33.1,Machine_Failure
Makino-L3-Unit1-2015,54.66,8.6,47.8,33.4,Machine_Failure
Makino-L2-Unit1-2015,55.69,18.5,50.4,38.6,Machine_Failure
Makino-L3-Unit1-2015,59.1,29.8,,36.5,Machine_Failure
Makino-L1-Unit1-2013,118.0132003,,49.4,41.3,No_Machine_Failure
Makino-L2-Unit1-2015,150.5630545,33.7,48.9,35.8,No_Machine_Failure
Makino-L3-Unit1-2015,122.0491236,29.9,46.5,35.2,No_Machine_Failure
Makino-L3-Unit1-2015,69.46602,35.5,49.3,34.7,No_Machine_Failure
Makino-L3-Unit1-2015,72.46602,29.7,51.2,39.3,No_Machine_Failure
Makino-L2-Unit1-2015,119.7611518,98.2,44.4,30,No_Machine_Failure
Makino-L1-Unit1-2013,136.0739595,29.8,49.7,31,No_Machine_Failure
